subject_name,course_name,language,absolute_course_url
Data Science Courses,From data base to big data,English,https://www.classcentral.com/course/france-universite-numerique-from-data-base-to-big-data-16958
Data Science Courses,Data Science for Environmental Modelling and Renewables,English,https://www.classcentral.com/course/data-science-environmental-modelling-11806
Programming Courses,Developing Windows 10 Universal Apps - Part 1,English,https://www.classcentral.com/course/edx-developing-windows-10-universal-apps-part-1-4505
Programming Courses,Developing Web Apps with SAPUI5,English,https://www.classcentral.com/course/opensap-developing-web-apps-with-sapui5-6149
Programming Courses,"Developing International Software, Part 3",English,https://www.classcentral.com/course/edx-developing-international-software-part-3-6332
Data Science Courses,Data to Insight: An Introduction to Data Analysis and Visualisation,English,https://www.classcentral.com/course/data-to-insight-2129
Data Science Courses,Social Media Analytics: Using Data to Understand Public Conversations,English,https://www.classcentral.com/course/social-media-analytics-6135
Business Courses,Business Strategies for Emerging Markets,English,https://www.classcentral.com/course/business-strategies-7771
Programming Courses,Android Basics: Networking,English,https://www.classcentral.com/course/udacity-android-basics-networking-6728
Programming Courses,MATLAB et Octave pour débutants,English,https://www.classcentral.com/course/edx-matlab-et-octave-pour-debutants-4759
Programming Courses,Dynamic Web Applications with Sinatra,English,https://www.classcentral.com/course/udacity-dynamic-web-applications-with-sinatra-6796
Data Science Courses,Systems Biology and Biotechnology Capstone,English,https://www.classcentral.com/course/systems-biology-capstone-6599
Data Science Courses,Data Science in the Games Industry,English,https://www.classcentral.com/course/gaming-big-data-11192
Data Science Courses,Big Data Applications: Real-Time Streaming,English,https://www.classcentral.com/course/real-time-streaming-big-data-9507
Business Courses,Building Your Leadership Skills,English,https://www.classcentral.com/course/leadership-skills-7752
Business Courses,European Business Law: Competing in Europe,English,https://www.classcentral.com/course/eu-competition-law-7756
Business Courses,Evaluating Problems,English,https://www.classcentral.com/course/evaluating-problems-8238
Business Courses,Marketing Management II,English,https://www.classcentral.com/course/marketing-management-two-6761
Business Courses,Value Chain Management Capstone,English,https://www.classcentral.com/course/value-chain-capstone-6763
Business Courses,Data-driven Decision Making,English,https://www.classcentral.com/course/decision-making-6852
Programming Courses,The MVC Pattern in Ruby,English,https://www.classcentral.com/course/udacity-the-mvc-pattern-in-ruby-6797
Programming Courses,Deploying Applications with Heroku,English,https://www.classcentral.com/course/udacity-deploying-applications-with-heroku-6798
Programming Courses,Windows 10 App Development Advanced,English,https://www.classcentral.com/course/edx-windows-10-app-development-advanced-6592
Programming Courses,Web Development and Design using Wordpress,English,https://www.classcentral.com/course/kadenze-web-development-and-design-using-wordpress-6408
Social Sciences Courses,"Monasteries, Schools, and Notaries, Part 1: Reading the Late Medieval Marseille Archive",English,https://www.classcentral.com/course/edx-monasteries-schools-and-notaries-part-1-reading-the-late-medieval-marseille-archive-3878
Business Courses,Accounting: Principles of Financial Accounting,English,https://www.classcentral.com/course/financial-accounting-6726
Business Courses,Creating a Team Culture of Continuous Learning,English,https://www.classcentral.com/course/continuous-learning-culture-7120
Business Courses,Building High-Performing Teams,English,https://www.classcentral.com/course/high-performing-teams-7121
Business Courses,Construction Cost Estimating and Cost Control,English,https://www.classcentral.com/course/construction-cost-estimating-7106
Business Courses,Construction Scheduling,English,https://www.classcentral.com/course/construction-scheduling-7114
Business Courses,Organizational Behavior: How to Manage People,English,https://www.classcentral.com/course/managing-people-iese-7248
Business Courses,Marketing: Customer Needs and Wants,English,https://www.classcentral.com/course/marketing-customers-7250
Programming Courses,Android Basics: Data Storage,English,https://www.classcentral.com/course/udacity-android-basics-data-storage-6956
Programming Courses,Android Basics: User Interface,English,https://www.classcentral.com/course/udacity-android-basics-user-interface-7342
Programming Courses,Android Basics: User Input,English,https://www.classcentral.com/course/udacity-android-basics-user-input-7343
Programming Courses,Web Applications for Everybody,English,https://www.classcentral.com/course/independent-web-applications-for-everybody-7362
Programming Courses,Introduction to Virtual Reality,English,https://www.classcentral.com/course/udacity-introduction-to-virtual-reality-7379
Social Sciences Courses,The History of the Book in 17th and 18th Century Europe,English,https://www.classcentral.com/course/edx-the-history-of-the-book-in-17th-and-18th-century-europe-3880
Social Sciences Courses,Sustainability and Business Innovation,English,https://www.classcentral.com/course/opensap-sustainability-and-business-innovation-1930
Social Sciences Courses,Human Rights: The Right to Freedom of Expression,English,https://www.classcentral.com/course/edx-human-rights-the-right-to-freedom-of-expression-4869
Social Sciences Courses,Principles of Economics: Macroeconomics,English,https://www.classcentral.com/course/mruniversity-principles-of-economics-macroeconomics-5060
Social Sciences Courses,Exploring Our Humanity,English,https://www.classcentral.com/course/world-science-u-exploring-our-humanity-5209
Social Sciences Courses,Political Philosophy: An Introduction,English,https://www.classcentral.com/course/iversity-political-philosophy-an-introduction-1203
Business Courses,Meaningful Marketing Insights,English,https://www.classcentral.com/course/meaningful-marketing-insights-6913
Business Courses,Managing Uncertainty in Marketing Analytics,English,https://www.classcentral.com/course/uncertainty-marketing-decisions-6914
Business Courses,Engineering Project Management: Initiating and Planning,English,https://www.classcentral.com/course/initiating-planning-7457
Business Courses,Arts and Heritage Management,English,https://www.classcentral.com/course/arts-heritage-7466
Business Courses,Visual Analytics with Tableau,English,https://www.classcentral.com/course/dataviz-visual-analytics-7621
Programming Courses,VR Scenes and Objects,English,https://www.classcentral.com/course/udacity-vr-scenes-and-objects-7380
Programming Courses,"Web Coding Fundamentals: HTML, CSS and Javascript",English,https://www.classcentral.com/course/kadenze-web-coding-fundamentals-html-css-and-javascript-3781
Programming Courses,"Minecraft, Coding and Teaching",English,https://www.classcentral.com/course/edx-minecraft-coding-and-teaching-7480
Programming Courses,VR Software Development,English,https://www.classcentral.com/course/udacity-vr-software-development-7463
Programming Courses,Firebase in a Weekend: Android,English,https://www.classcentral.com/course/udacity-firebase-in-a-weekend-android-7464
Social Sciences Courses,Globalization's Winners and Losers,English,https://www.classcentral.com/course/edx-globalization-s-winners-and-losers-915
Social Sciences Courses,Making Sense of News,English,https://www.classcentral.com/course/edx-making-sense-of-news-3192
Social Sciences Courses,In the Name of Identity,English,https://www.classcentral.com/course/acumen-in-the-name-of-identity-2570
Social Sciences Courses,"Cyberwar, Surveillance and Security",English,https://www.classcentral.com/course/edx-cyberwar-surveillance-and-security-3242
Social Sciences Courses,"Networks, Crowds and Markets",English,https://www.classcentral.com/course/edx-networks-crowds-and-markets-1565
Business Courses,International Business Environment,English,https://www.classcentral.com/course/global-business-environment-8063
Business Courses,Professional Skills for International Business,English,https://www.classcentral.com/course/professional-skills-networking-8038
Business Courses,Marketing Strategy for Entrepreneurs,English,https://www.classcentral.com/course/marketing-strategy-entrepreneurs-8039
Business Courses,Quantitative Foundations for International Business,English,https://www.classcentral.com/course/quantitative-foundations-international-b-8042
Programming Courses,Firebase in a Weekend: iOS,English,https://www.classcentral.com/course/udacity-firebase-in-a-weekend-ios-7465
Programming Courses,Swift for Beginners,English,https://www.classcentral.com/course/udacity-swift-for-beginners-7494
Programming Courses,Swift for Developers,English,https://www.classcentral.com/course/udacity-swift-for-developers-7495
Programming Courses,Building iOS Interfaces,English,https://www.classcentral.com/course/udacity-building-ios-interfaces-7753
Programming Courses,Developing Android Apps,English,https://www.classcentral.com/course/udacity-developing-android-apps-7755
Social Sciences Courses,Introduction to Urban Resilience with HAZUR,English,https://www.classcentral.com/course/canvas-network-introduction-to-urban-resilience-with-hazur-4976
Social Sciences Courses,Future Cities,English,https://www.classcentral.com/course/edx-future-cities-2070
Social Sciences Courses,Governance and Policy Advice: How political decisions come to life,English,https://www.classcentral.com/course/iversity-governance-and-policy-advice-how-political-decisions-come-to-life-2491
Social Sciences Courses,Global Sociology,English,https://www.classcentral.com/course/edx-global-sociology-946
Business Courses,Strategic Organization Design,English,https://www.classcentral.com/course/organization-design-8043
Business Courses,Strategic Innovation: Building and Sustaining Innovative Organizations,English,https://www.classcentral.com/course/strategic-innovation-building-and-sustai-8321
Business Courses,Sustainable Innovation for Subsistence Marketplaces,English,https://www.classcentral.com/course/subsistence-marketplaces-1-8323
